user_id,msisdn,call_cnt_day,avg_actv_dur,iden_type_num,call_stu_cnt,rule1_burst_block,rule2_sim_farm,rule3_student_targeting,rule4_wangiri,rule5_social_engineering,any_rule_triggered
C9zpP2uBMwszboN/9qZQV42deu7+NM6Pgih/E9LN4YI=,nVa5zHItsXyXU3Hu2cWw/Q==,66,112.3333,10,0,0,1,0,0,0,1
GoazWGTpESyzdiYWOtbHuuYO/+tJqSf2I/nyx48gHBE=,auY1VxfRzDd6+1ftJNea7A==,116,51.3707,3,0,1,0,0,0,0,1
IGm1jqseBoV3TmfP2j4a4sqX0+a+Uej8Gf7kQNc4Tgw=,nh9/zVZ6Q9mogLvGU3KJyg==,114,59.4019,10,0,1,1,0,0,0,1
Qs3k5u3gdeuwiZIC3XlRl6l8vybPwo9eFEgBO8eiz8M=,JWem9Oa2NbNx8CxzdM09EQ==,15,111.2667,10,0,0,1,0,0,0,1
SZ5PsICMRCVgS96GdtLXQlNZog87arypl49WWDgqXms=,H5eFxyczzwYtzRGvoOKazA==,2,920.0,10,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
AYfVeJG+HRfw/qBqggmuileifiWv1Ig9Zb1QH61Gi4c=,u6ML5mEbJRPXy5iuaMdQJA==,39,72.5882,10,0,0,1,0,0,0,1
K9bcRQLxf3rwJuk4oYuDqMSAOX1Q/R1st7hS1plL/SY=,5/sh3gWBqstXDokKHQzOyw==,23,100.0,10,0,0,1,0,0,0,1
No4+ru09dpslW915/3RiLHjOskzB3nNN/8eq56CldLo=,gGYUMi6MX2tsIapdINtVrw==,111,11.4324,1,0,1,0,0,0,0,1
YEbyG0u6R8XURFnWY0KHI06HeaVvWgvXk41EaHQUf98=,mIkYyxVkH14R7c/mzxh5+g==,40,72.9143,10,0,0,1,0,0,0,1
Z37fM25x7yDaoAHMAJRQycw7Da9tv3bfidzDpGer01E=,WbuoAWVw9yfUfNxzk+xaUw==,15,93.2,10,0,0,1,0,0,0,1
aHWmsD8pvlBjHY6GWmvKTPlefBFiprKvFiTspRGEImA=,tubjwRXgWjhZhkCbgSPPMg==,33,84.25,10,0,0,1,0,0,0,1
bBgBNv9qNnM/zrXhkGwLxLIUIcU7oi9gvVdx90RPvMk=,wunel+bQBC49pzwWws7Rxg==,27,129.3,10,0,0,1,0,0,0,1
t8LIUBV1DHa9osWyf975gjDqObYYM8sKrX4fe+VTes0=,e1WcyyDla9VhFsAbHh/07A==,36,58.1,10,0,0,1,0,0,0,1
/OE6qTE5TlveeoRa24Job1NZog87arypl49WWDgqXms=,ftY6QKN+LZWavvIdQs13kg==,114,220.1702,10,4,0,1,1,0,0,1
/OE6qTE5TlveeoRa24Job1NZog87arypl49WWDgqXms=,ftY6QKN+LZWavvIdQs13kg==,114,220.1702,10,4,0,1,1,0,0,1
39DqrgJ0whcu2rutfe3/C1eifiWv1Ig9Zb1QH61Gi4c=,e6NYzMaCAq0FPC3X41d53w==,63,10.2222,1,0,0,0,0,1,0,1
GJtr5K7vJWD+divfyCjRyUNHg6o86aj91nPqbuKk2qQ=,GeDSaDPqpz7qJEzNil4IUQ==,8,242.1667,10,0,0,1,0,0,0,1
PQWXQHdPhI1lPov5DjDR1FfoQIRWvD8g3+PXBBit0yA=,URs243y/xOG/ivAMJgFm8g==,31,63.5,10,0,0,1,0,0,0,1
SQHwWqdtMsqpLKrWkZCTNtdT8/2h3mMrUpryRd0PDOc=,s5bL37xpn1akiaW2N1ccqA==,75,89.1515,10,0,0,1,0,0,0,1
X2lyF8k27rRNHGdjBxkrmt4m8bX4ZHeIGY08rVbhTDw=,vNscyy+rZB596aaYxVn/QQ==,47,76.3256,10,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
oqpm9phMyYXSnNNPNwmYFXjOskzB3nNN/8eq56CldLo=,XBbjTO8Ie939Va7xilGxPg==,4,171.0,10,0,0,1,0,0,0,1
oysa/881XyHp+y6Jm/0Z/o2deu7+NM6Pgih/E9LN4YI=,dbiJddFWnNNmYnZ552dfOA==,25,135.1304,10,0,0,1,0,0,0,1
/OE6qTE5TlveeoRa24Job1NZog87arypl49WWDgqXms=,ftY6QKN+LZWavvIdQs13kg==,114,220.1702,10,4,0,1,1,0,0,1
/VXKN+mpQAAvtsJR4sI9QYgJFiw5K0CobRxgB4f8uXI=,Eii++Yj00WPGuw6+XRfFDA==,22,314.8571,10,0,0,1,0,0,0,1
0/CbVtf8zjiIpcfUs2r3kefeIezxQyM84PxICLLMI1E=,rWxCl6ughGrtFBx9WaSS4Q==,23,87.5455,10,0,0,1,0,0,0,1
2s52TJF1J0ubTg8zOIWwaUEkTkXlyXdDAvi9z4xnJbc=,x75qOEepX6PW8hpFcfE65Q==,99,8.1354,2,0,1,0,0,0,0,1
8tJiILCuZVrVIp5pzlPPx/rKXHRSaVjUiYsCKQ66opI=,rRivhqN3LkOJP/JNkwv63w==,6,111.5,10,0,0,1,0,0,0,1
PPuSqTXPfZ3XVHEttcTCqvuc1I981vR2DRB0ODujyWk=,Grsu0vzAuHI+HVlVE8u30g==,32,244.5,10,0,0,1,0,0,0,1
PQWXQHdPhI1lPov5DjDR1FfoQIRWvD8g3+PXBBit0yA=,URs243y/xOG/ivAMJgFm8g==,31,63.5,10,0,0,1,0,0,0,1
XneyJiVC1+BpAoQnitAoeluK7HrLNf8Jv4Rl/UPu6Pc=,KT9GvqRsmyfh4nFssa986A==,38,74.1176,10,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
oZSEijWIoQOTruooAZdszfuc1I981vR2DRB0ODujyWk=,k6SnnAsCqTHV51h/UCMzfQ==,63,93.2545,10,0,0,1,0,0,0,1
0G5D4S31xjBGZJ7JNJpsvHjOskzB3nNN/8eq56CldLo=,hsAXUAL12mt4lczTpaOugw==,31,203.7857,10,0,0,1,0,0,0,1
DDVwUVxkXEkdE/8v3X0V+cw7Da9tv3bfidzDpGer01E=,noM/nCGxc6PWUZvgVwyVyQ==,42,48.8,10,0,0,1,0,0,0,1
YQY55zGtjGlswDEDj9pke8Jz8FJObTxnkzV/sg69qdg=,rsI9smUHdqDNIH5zAq5ZNQ==,52,148.48,10,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
pwdyy0EpGTCTnk1zo8SXASi50R481CmjPiuw3ubWbCA=,Rbs4ePYyX/UemJSntVt7JA==,52,84.9535,10,0,0,1,0,0,0,1
semeiLPZy7JOaMZ76MvCPBWpXqiACSbtEACfxbJD8Zc=,a6REhsfvV+T2+KRTWYH/QA==,5,71.8,10,0,0,1,0,0,0,1
vkbIcwmAtS1M/kMV5gj5QQ1yAWLbLI3T0bI5JCYqNmY=,rHC/gtCSJmWLtLYrKIlSxw==,63,100.1333,10,0,0,1,0,0,0,1
/OE6qTE5TlveeoRa24Job1NZog87arypl49WWDgqXms=,ftY6QKN+LZWavvIdQs13kg==,114,220.1702,10,4,0,1,1,0,0,1
6anvlhFC/gw0VkPZuHMtMRWpXqiACSbtEACfxbJD8Zc=,/MMNBYB54rfw7Pq7vwybqQ==,10,398.25,10,0,0,1,0,0,0,1
CWcajtX9P+UwULqxlkwSq9dT8/2h3mMrUpryRd0PDOc=,JdRz7CaOQcikotN2X8hnnA==,16,122.25,10,0,0,1,0,0,0,1
RvA71qSpCGYZgxPN2LRiFefeIezxQyM84PxICLLMI1E=,40xBw7cFG18cV3HJpECxGQ==,10,286.5,10,0,0,1,0,0,0,1
hUX0mth74NBiHOS/22g8gSBtUPJ47BrskAyjbI0DG/E=,IsbswtkXsEYXnbNvJW9Mig==,89,18.5506,3,0,1,0,0,0,0,1
t2r3HE9v1qZWNFUcuH7WELIUIcU7oi9gvVdx90RPvMk=,i+XzUnRod102mhxwbABpnw==,13,11.8462,10,0,0,1,0,0,0,1
zFlFCljPDVn/Dx8GZn9kSSkAFKbtzzJ0g2q6ZSqeOIY=,azODJxuSlIwqdwYS0lUJRA==,26,550.1429,10,0,0,1,0,0,0,1
GgG/g5BsA4jGFpZHhfQkXefeIezxQyM84PxICLLMI1E=,ZQh9jmmYo/BuFS3fywy8+Q==,33,79.1034,10,0,0,1,0,0,0,1
MDrFPYBTQuUT71Bm6+aPTMSAOX1Q/R1st7hS1plL/SY=,+6SQ3h+2lqZl/1lkyxu22g==,9,346.75,10,0,0,1,0,0,0,1
Zt1c8J7mRt/ETJP1SmEPav0H5L998vYXICT/cwfwYsY=,sSr4MyKT30tJq27HxHqbRQ==,16,150.7143,10,0,0,1,0,0,0,1
oduSF0t82+58lue9P253E9tdQ04S0y26suakqQ51CV4=,PHiVzO7Iwsn8EkO3XKQQOQ==,52,93.587,10,0,0,1,0,0,0,1
/OE6qTE5TlveeoRa24Job1NZog87arypl49WWDgqXms=,ftY6QKN+LZWavvIdQs13kg==,114,220.1702,10,4,0,1,1,0,0,1
8VKWEAk8/juL/GxU4ZFA9oqM8pLSTgbE2YNECvBI8zg=,eE/BcC8IQOJtpAIJJa+bog==,17,336.7692,10,0,0,1,0,0,0,1
aHWmsD8pvlBjHY6GWmvKTPlefBFiprKvFiTspRGEImA=,tubjwRXgWjhZhkCbgSPPMg==,33,84.25,10,0,0,1,0,0,0,1
fWfij01TvSqw7L5VrVyypxpBV+659nwopk3PNCNQMeo=,UQgc/FqmkBM7OvG8ektDzg==,15,136.7692,10,0,0,1,0,0,0,1
oCJ1sZ96NCZVfgtX6jMEHaoNQIyvnjG3Gkn7nb+ddLg=,5ZXUhNXR0mC/BM+KF/F1Hw==,79,55.386,10,1,0,1,0,0,0,1
/bOPQnC7p+v9SyjsPqIJvhpBV+659nwopk3PNCNQMeo=,B9ZuL3fNEaL8hLCxbpAgTg==,24,88.0,10,0,0,1,0,0,0,1
L0cYVAAl6MFTpyMw5YsefxWpXqiACSbtEACfxbJD8Zc=,NJ0Ox3d+AuOoHxpcY2Idsw==,69,32.1642,10,0,0,1,0,0,0,1
X3sWgVnCXcTayBw14vqHqIQfEPy474LHgiH+DqE/Q/U=,ZuVVLxfJibdV7ihivmOH4Q==,47,157.7097,10,0,0,1,0,0,0,1
ihras5rbinPG1vxJCbooYdGe4cut0Td3vpjk5PBEqms=,AZICWlSzAIZ33iV5YkN7ng==,18,187.4706,10,0,0,1,0,0,0,1
s2xcidyPa+r/n/IiILA/nM0O2XR6Clb3OEL/yGsdI6U=,pS44/M3v37vHzJtKj0ExKg==,16,107.3077,10,0,0,1,0,0,0,1
39DqrgJ0whcu2rutfe3/C5zeTE9VcIIIJ5D0PgWXDFA=,9IKYRLF20MLaV6WuJl3tQw==,58,9.6552,1,0,0,0,0,1,0,1
39DqrgJ0whcu2rutfe3/C5zeTE9VcIIIJ5D0PgWXDFA=,9IKYRLF20MLaV6WuJl3tQw==,58,9.6552,1,0,0,0,0,1,0,1
4wPwU2QWjRj8yIxRtCA/v4QfEPy474LHgiH+DqE/Q/U=,uQFU0tzA/cY3pZw38LOUmg==,37,62.0606,10,0,0,1,0,0,0,1
6J2dknpfX9qyr2gcvJh6Myi50R481CmjPiuw3ubWbCA=,B1lj66193yVdjqRLhGct6A==,7,27.4286,10,1,0,1,0,0,0,1
R/kwsXrFfkBgyVsb+DQ4+9tdQ04S0y26suakqQ51CV4=,TTfV0jTdxelw+nBl1f8rkA==,50,82.72,10,0,0,1,0,0,0,1
RaUcvI32NCNzCqSd0Qii9x2OqEIsylzL2IeQw5d0k8A=,I8FTxcrMXEQ7vI16zX5SyQ==,54,94.7451,10,0,0,1,0,0,0,1
sE4aLAd1vqlNEJqsO/MzH4QfEPy474LHgiH+DqE/Q/U=,6Zd6Jkt5/Q2iaOkKxLIs6w==,72,95.3871,10,0,0,1,0,0,0,1
LfZRqe04PNSsdFqI1MyYevEPNkL7x7LjGDA+Fv3K2hY=,hOhCHAL3tN11prZ5u3EOtQ==,84,73.8955,10,7,0,1,1,0,0,1
PEuC+wnXeyNGt6ye18ROSSBtUPJ47BrskAyjbI0DG/E=,1wdjtsNALiBBWR3anYG/Pw==,38,111.9375,10,0,0,1,0,0,0,1
PSSQZKK5pAQTL/zUVe8iXw5LmpLus5a6/anZBn0iWok=,hxObVCA8uK1DF0HltYiKgA==,10,151.9,10,0,0,1,0,0,0,1
SMs/Ic10yk9PIWdsU7+I6Y7HmjcUDlDTU4/wgL90T48=,CEVBqhIJztj0apAdQjd6DQ==,55,73.9,17,0,0,1,0,0,0,1
SWayCjHsKr0Gx8x+7BpSLhy2O2Srh5z5xaPAWdxYlt0=,uEyuUoqqSrL249uZNANNDQ==,15,304.0833,10,0,0,1,0,0,0,1
hXwcs3KABAxDX5N4NgKHyCBtUPJ47BrskAyjbI0DG/E=,MBlpTviE0zGN+lvmhG6WAg==,93,65.8876,10,0,1,1,0,0,0,1
hvlPLUFJMLnBiSHi4UWnUiOJXZUpUGYGb+3EkCNWaYo=,VCNAVCec1pWazZ/w1HxJzg==,36,51.5385,10,0,0,1,0,0,0,1
lOTVEi2vgyFaKd2fantIwTfp3nUE0V3qeDSyGRYimxM=,Fmcqeh+xJwr/v0eOOXBOnA==,35,230.069,10,0,0,1,0,0,0,1
y1rfVeA/Wd0VQ8NcXTvhAPeOWZnJpZ94UHUsD+J4CMc=,RGlgbaA+/qntk04jfgCbdw==,18,25.0588,25,0,0,1,0,0,0,1
/a0+368X6lk3jQL0DPQe4flefBFiprKvFiTspRGEImA=,xeTBlD9/whRPuZdKpqJy0Q==,33,68.0,10,0,0,1,0,0,0,1
Zt1c8J7mRt/ETJP1SmEPav0H5L998vYXICT/cwfwYsY=,sSr4MyKT30tJq27HxHqbRQ==,16,150.7143,10,0,0,1,0,0,0,1
bICWC6hRxw4Cy2fJrZEAXj7QgeBhtbFwQJfgVvnVJsE=,MhmG1ncf+/rKK3oqVJAm4w==,13,150.1818,10,0,0,1,0,0,0,1
kIZsBuxPEZcPKRzWkAGO13vmmFRz39HJuyF7J6o53Ag=,PDtu6knhJo84MTjMl6H9rg==,14,58.0714,10,0,0,1,0,0,0,1
tNMOyvpGRsdp/PsD9N5LBii50R481CmjPiuw3ubWbCA=,4jvf5zHr2aELvC9Pp26pnA==,18,128.8,10,4,0,1,0,0,0,1
0/CbVtf8zjiIpcfUs2r3kefeIezxQyM84PxICLLMI1E=,rWxCl6ughGrtFBx9WaSS4Q==,23,87.5455,10,0,0,1,0,0,0,1
41+KwZaEkQx+2qk9aZDcpFuK7HrLNf8Jv4Rl/UPu6Pc=,fWZ1a1Qe3i4JSLHUAsuE3g==,34,25.6765,10,0,0,1,0,0,0,1
4MusZJM+aHu56dlDIuVxmjfp3nUE0V3qeDSyGRYimxM=,zG2ogTrStlH5GueyePXDjg==,41,70.7778,25,0,0,1,0,0,0,1
6bkmLaPY411dZbin2Zu35C4puwqqQnCUK4Wid9s0xs8=,x8gD6IGblLNYF4m0QD4lLQ==,24,97.1,10,0,0,1,0,0,0,1
B9/JlZvTAPfmA5urjXtYKLur7M7+Fgs8q+bv0zNNsOA=,ZBJ8FTUEgQ31109kSoGiQQ==,47,55.5263,10,0,0,1,0,0,0,1
JYh9Y2Mot27QwUWbO9W9VwbsDQ/rPAyfekwEOJeTpPY=,6231W+AAEP3LwAccNOwJBA==,57,84.875,10,0,0,1,0,0,0,1
TvhSQuNjwgES18PL5lTXJPEPNkL7x7LjGDA+Fv3K2hY=,M5RBlMbGIsrUfxBgJMaA5g==,57,67.8519,10,0,0,1,0,0,0,1
WmwEi/9WmFlI351LD6N2+7eP+ffndjPBY94xvXcvRZQ=,Fj+75+QsPVuoHxTkj7A1Eg==,69,114.9298,10,0,0,1,0,0,0,1
bBgBNv9qNnM/zrXhkGwLxLIUIcU7oi9gvVdx90RPvMk=,wunel+bQBC49pzwWws7Rxg==,27,129.3,10,0,0,1,0,0,0,1
sHDI1+9re6JWdRE8dC835YqM8pLSTgbE2YNECvBI8zg=,C8EGfKAXbpXwlja1xGMKQg==,37,98.2571,10,0,0,1,0,0,0,1
/JeIVB7ELzAev0q2ERUt9T7QgeBhtbFwQJfgVvnVJsE=,dUACHICl+9gokX08PVx9Yg==,65,154.5556,10,0,0,1,0,0,0,1
/SoBNnjxqRtKfEztgSaTO6oNQIyvnjG3Gkn7nb+ddLg=,my+P9iOo44xgFDjFKkJB1w==,12,20.25,10,2,0,1,0,0,0,1
2+hOpsNr55cAkPnb1/OTYmORvezCKwDFsqsGL3XSf3s=,FMVY9EZYc/ZSnVcq5HZReQ==,18,194.5,10,0,0,1,0,0,0,1
7xJIyj5JgR6KONMaMKPHf8IxfT2aQbQml09ZmIWgb/g=,6J8dVxfW2OwcqOj+sC/vMg==,11,86.6364,10,0,0,1,0,0,0,1
Es7H2bPI80FXqljoS7pzQii50R481CmjPiuw3ubWbCA=,/h+LwftgaFAG9B8PuE5crg==,15,40.0,10,0,0,1,0,0,0,1
Swz3hrO8LEvEwWxa49WvtSG18qGetde5ctRoQrB0EBo=,40owhS58yEJOAuXVkSqEHQ==,49,61.6957,10,0,0,1,0,0,0,1
0G//mogiHia6ZlWtkKha9BYLP8kxZC8tpEnWBHkiiTY=,yeQUMLLv2/VcahRwQpp7jg==,26,68.4,10,0,0,1,0,0,0,1
39DqrgJ0whcu2rutfe3/Cz7QgeBhtbFwQJfgVvnVJsE=,rPKeevRrDQPH9YxdKGWxhQ==,75,7.8533,2,0,0,0,0,1,0,1
R88W4BuOTC3i1e/7nDksgI2deu7+NM6Pgih/E9LN4YI=,NIOmrERrHLnuF4Xer+jKhQ==,2,562.0,10,0,0,1,0,0,0,1
ZBLQ3U3toVN1uMOuecOu5mORvezCKwDFsqsGL3XSf3s=,cbZmNt9FhoKe503VIHaj+Q==,15,28.75,10,0,0,1,0,0,0,1
aM/d2Cfw+hZNwJffS+/9TH3AxIi0Gx7d89u3Ep9biA4=,rhpJdNSXdQe0DgtBnMDoWw==,6,379.2,10,0,0,1,0,0,0,1
deJ6oLlpzIFOpbiVStlQsVNZog87arypl49WWDgqXms=,nDUbG62mpSkgxxbpZ4kfkA==,19,60.3333,10,0,0,1,0,0,0,1
kIZsBuxPEZcPKRzWkAGO13vmmFRz39HJuyF7J6o53Ag=,PDtu6knhJo84MTjMl6H9rg==,14,58.0714,10,0,0,1,0,0,0,1
/SoBNnjxqRtKfEztgSaTO6oNQIyvnjG3Gkn7nb+ddLg=,my+P9iOo44xgFDjFKkJB1w==,12,20.25,10,2,0,1,0,0,0,1
JrkMOsrUzF4icx9EOvFMK7IUIcU7oi9gvVdx90RPvMk=,fmmnx/5M3BQcdd5uoiq3gQ==,19,61.0588,10,0,0,1,0,0,0,1
K9bcRQLxf3rwJuk4oYuDqMSAOX1Q/R1st7hS1plL/SY=,5/sh3gWBqstXDokKHQzOyw==,23,100.0,10,0,0,1,0,0,0,1
XneyJiVC1+BpAoQnitAoeluK7HrLNf8Jv4Rl/UPu6Pc=,KT9GvqRsmyfh4nFssa986A==,38,74.1176,10,0,0,1,0,0,0,1
XneyJiVC1+BpAoQnitAoen23JewkCz0HQLfnBDZEG+E=,te8P6hcRfjV6aiI7roPOYQ==,26,115.1538,10,0,0,1,0,0,0,1
YceUQc4D84gdqQ6S+a6q3hWpXqiACSbtEACfxbJD8Zc=,IXsq5f2bJb1e6W+l7qd50Q==,37,153.2069,10,0,0,1,0,0,0,1
/SoBNnjxqRtKfEztgSaTO6oNQIyvnjG3Gkn7nb+ddLg=,my+P9iOo44xgFDjFKkJB1w==,12,20.25,10,2,0,1,0,0,0,1
39DqrgJ0whcu2rutfe3/C5zeTE9VcIIIJ5D0PgWXDFA=,9IKYRLF20MLaV6WuJl3tQw==,58,9.6552,1,0,0,0,0,1,0,1
V9xUtlMEbDCZoZ5Q/qSVQ70a85oPOFr1GkpsXio6Lrk=,mCVmYPipq/0yNaaD7Xqgsg==,48,178.7059,10,0,0,1,0,0,0,1
n8FKoMb2b9tyfZlm/cfHbYdTiqhYh3b6vFoB1AEB5YA=,QKzfCZ+Bd16/OdvJMXwUlQ==,36,121.1,10,0,0,1,0,0,0,1
oHsyusYIDGgRyg4vOfXy6cIxfT2aQbQml09ZmIWgb/g=,Us1paePZxhjKE1vkE8hnnA==,22,34.8636,10,0,0,1,0,0,0,1
yMfHcp2lqm0ed9xd590Eh9Ge4cut0Td3vpjk5PBEqms=,wUyAnCcO1lSug4l3sAQAIQ==,58,143.64,10,0,0,1,0,0,0,1
yMfHcp2lqm0ed9xd590Eh9Ge4cut0Td3vpjk5PBEqms=,wUyAnCcO1lSug4l3sAQAIQ==,58,143.64,10,0,0,1,0,0,0,1
yUxcI6P6qTUvaEEHGUdqwb3LKvugDyeBhPzcNJKdoXM=,uPeAA9G+Sc86RsJWSyTVDw==,21,264.7368,10,0,0,1,0,0,0,1
/bOPQnC7p+v9SyjsPqIJvhpBV+659nwopk3PNCNQMeo=,B9ZuL3fNEaL8hLCxbpAgTg==,24,88.0,10,0,0,1,0,0,0,1
0G//mogiHia6ZlWtkKha9BYLP8kxZC8tpEnWBHkiiTY=,yeQUMLLv2/VcahRwQpp7jg==,26,68.4,10,0,0,1,0,0,0,1
2/H3ijbFeNW9yVLL2p8TMplXvijFPs06ihsNoTcKKbI=,eec0XyM68hSZKd3mYs1/hg==,50,62.4681,10,0,0,1,0,0,0,1
VQfyZQsqIEGeIGfc9NeZoI2deu7+NM6Pgih/E9LN4YI=,FOtVHnYcK9u7VoZ/T5VZ6g==,94,168.0685,10,0,0,1,0,0,0,1
yx2DRxeoWxN0yazJWaLXgw1yAWLbLI3T0bI5JCYqNmY=,S4bRHZjbxzv3Zb8zJv8ngg==,24,66.4583,10,0,0,1,0,0,0,1
3v4CTZB4wqKVDbUAZrEzafeOWZnJpZ94UHUsD+J4CMc=,WMrNvi423jzFSOMLfW9s1w==,11,51.4545,10,0,0,1,0,0,0,1
8MfxaI4SOB32HadQxd8hlfuc1I981vR2DRB0ODujyWk=,iKPKaTbn6ssIQkCya+HVHQ==,91,88.9767,10,0,0,1,0,0,0,1
JOIdT9BMJNoEHq2bHCisuR2OqEIsylzL2IeQw5d0k8A=,l1HNNWEYjak7S5p4P1j9lA==,21,92.4286,10,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
oysa/881XyHp+y6Jm/0Z/o2deu7+NM6Pgih/E9LN4YI=,dbiJddFWnNNmYnZ552dfOA==,25,135.1304,10,0,0,1,0,0,0,1
oysa/881XyHp+y6Jm/0Z/o2deu7+NM6Pgih/E9LN4YI=,dbiJddFWnNNmYnZ552dfOA==,25,135.1304,10,0,0,1,0,0,0,1
pS9GJA+U5Xv1GTiCN/WO0ENHg6o86aj91nPqbuKk2qQ=,ba4ed9dmOCZ30NydBHLFZQ==,57,78.283,10,0,0,1,0,0,0,1
s7i0WNSdgOGjHmimQAvz5FB6ZM7mHIQSYQmwuZR/D+U=,R/SlQZvPc1o/EKC79hxxpw==,26,153.2,10,0,0,1,0,0,0,1
39DqrgJ0whcu2rutfe3/C1eifiWv1Ig9Zb1QH61Gi4c=,e6NYzMaCAq0FPC3X41d53w==,63,10.2222,1,0,0,0,0,1,0,1
6anvlhFC/gw0VkPZuHMtMRWpXqiACSbtEACfxbJD8Zc=,/MMNBYB54rfw7Pq7vwybqQ==,10,398.25,10,0,0,1,0,0,0,1
U0x82u+CbxNEPUIE50CGgacSeqL2cg9N+KrddW9k4Xo=,XwKw7/UZ6M6YgcFHmfaHXw==,3,1084.6667,10,0,0,1,0,0,0,1
VfuFTbIbviIh0HWt2gKB3hpBV+659nwopk3PNCNQMeo=,CeBk9e6LBTD7FShnYgBXPg==,6,174.1667,10,0,0,1,0,0,0,1
YEbyG0u6R8XURFnWY0KHI06HeaVvWgvXk41EaHQUf98=,mIkYyxVkH14R7c/mzxh5+g==,40,72.9143,10,0,0,1,0,0,0,1
Z37fM25x7yDaoAHMAJRQycw7Da9tv3bfidzDpGer01E=,WbuoAWVw9yfUfNxzk+xaUw==,15,93.2,10,0,0,1,0,0,0,1
gToQOyOWMMeEvNtNleXDAiHUSM8ul/JTdxi06GTwFDg=,eGPhbfCk4sQNEmVbhLLcMA==,14,36.0,25,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
ydDES9Xu64Z3u2Jd/5Q8Ksw7Da9tv3bfidzDpGer01E=,qoxqJ9qVrgamoB+SalMZ/w==,33,155.931,10,0,0,1,0,0,0,1
ImrkCXDHNRyfNdh8gs3GSB2OqEIsylzL2IeQw5d0k8A=,/d7NkveUvEaFAOZhHvG5/A==,75,63.1667,10,0,0,1,0,0,0,1
PyUwoZgQybXn630ETSA42nvmmFRz39HJuyF7J6o53Ag=,6gPZtPOqhZSc46318xrz/Q==,41,99.9143,10,0,0,1,0,0,0,1
h1yG/+oQZHP6UL+3F6RYXcqX0+a+Uej8Gf7kQNc4Tgw=,bdRRVRFGWu40EBVXnwMe/w==,84,87.0,10,0,0,1,0,0,0,1
ktxGf6lGM48RcLRjOMNjZTDqObYYM8sKrX4fe+VTes0=,cvH4XHAaWNAu7BRufPpurQ==,33,95.4516,10,0,0,1,0,0,0,1
/SoBNnjxqRtKfEztgSaTO6oNQIyvnjG3Gkn7nb+ddLg=,my+P9iOo44xgFDjFKkJB1w==,12,20.25,10,2,0,1,0,0,0,1
0cWZNYeWS7OcyNETd5M/DI7HmjcUDlDTU4/wgL90T48=,EYSetMNoB4nSKw43MV/cpA==,16,121.9333,10,0,0,1,0,0,0,1
3qdNOgI81LKLd/SsCzSiHDfp3nUE0V3qeDSyGRYimxM=,cGA5je2TA0wGwzF5/JKrMg==,48,78.6596,10,0,0,1,0,0,0,1
7FIquFFPsebfkJcbs4P581eifiWv1Ig9Zb1QH61Gi4c=,bhYFrj6cfkgZoD/ZJ5QPqg==,18,101.4706,10,0,0,1,0,0,0,1
PIfvy5cgac0xrjeHhm5UdSi50R481CmjPiuw3ubWbCA=,Wmqjg7KxgQVaxZo0g0YhkQ==,11,181.4286,10,0,0,1,0,0,0,1
el2fVH6eo6CetyxoQOtJibeP+ffndjPBY94xvXcvRZQ=,ohV9r2Ot8l+DFMO3OoRa5w==,4,72.75,10,0,0,1,0,0,0,1
yNQSI8vsilvT/K+IUwxj+SkAFKbtzzJ0g2q6ZSqeOIY=,7M5rjD2Nea0jtusmYY+JtQ==,43,464.8462,10,0,0,1,0,0,0,1
2i2gDDjSR/b8KQMKygTbEp8pugM5DcRGk59PcFehokI=,sEsUfuw3CbguiPu3jFooUw==,15,63.5714,10,0,0,1,0,0,0,1
TCNCxY1mZYSA9qlSmyxRwxWpXqiACSbtEACfxbJD8Zc=,8Z58fThxxz0ddCFAbCH3IQ==,34,412.7097,10,0,0,1,0,0,0,1
aM/d2Cfw+hZNwJffS+/9TH3AxIi0Gx7d89u3Ep9biA4=,rhpJdNSXdQe0DgtBnMDoWw==,6,379.2,10,0,0,1,0,0,0,1
sHDI1+9re6JWdRE8dC835YqM8pLSTgbE2YNECvBI8zg=,C8EGfKAXbpXwlja1xGMKQg==,37,98.2571,10,0,0,1,0,0,0,1
