user_id,msisdn,risk_score,high_risk
SRXs4F/DFX7Doq+hx0gMVQ==,aLgsOfLEFOFQ+Z3hdjOjpw==,0.26,0
cnv8RkF1Zwf0HuKE+lY82Q==,QiMiCVJSAbjTidamjJcrxg==,0.26,0
V3x6zhnWGfSODr7xl6cfnA==,7qB5ZYYLr0GF5jyr5gDT4A==,0.26,0
8G4bwi4Gk1RSDGvaBqLeTQ==,LRZZ1P8FlB+lF4Yrz0fiEg==,0.35,1
9xy+c6eAY6OClciluXmYfQ==,pePVXqg8uAh3BO0fDJKS0A==,0.26,0
Hp7e6fDhfOGufhgmZ9cu2A==,Mn3SnOaxD/0BYB4dOPtk9w==,0.305,1
RX/FLH0MzBrZAyBNiB/bJw==,cnAa8LZi9U5f0uEWaIjYmg==,0.26,0
x2QolIoy/oWmjLct1sNmLw==,PW8TVXY1T9uijWzkYK619w==,0.26,0
bTbbCy1QaMIaDndw0znOpg==,d14wkTTmilIZp4tdSkGSmQ==,0.35,1
ARXR3GtAUxWshihW2rxHbA==,JuEcfQ4dif2tTNFxAycIlQ==,0.26,0
aGXEglv2b/AH4g7xrr9OCg==,CcJjOD8MrLpup/NE6DkPVA==,0.305,1
SjkPKWmaEr9Q/sA/yQkQSw==,y8o00Kpbz7t5LPl95lT46w==,0.26,0
5Xx40nutjWA6hd+Vn4G7JA==,sWfPAIO57M7wEBrgOLT4FQ==,0.26,0
ZMH2eBgv6+hRe8+tkhjJjQ==,s9mjXYyy8p5AlA00oCVV7Q==,0.35,1
Uc3JvLkH9PFCqprZlnd84w==,74skwGiDfWnHnoYAGYMyJA==,0.35,1
/O3U8Zf9UHSAxyimpX6ZRQ==,sZz6Bxx5EP13aiypEcsJ3g==,0.26,0
3ogC+RCjRXamxDjPP3RnSw==,NQ37qs29qx022PbLOwLysg==,0.26,0
BZ0ZVCtp3oQLapeylFmyYw==,Ti0ZmaZ9pDh+wXYk691qEA==,0.26,0
6bllyfFd5HMqs3KMh/pQ4g==,ohV5H5TcOOHLZ1l7aLWS1A==,0.26,0
uDVVFyOzZsd1XST2FWpSdg==,GURSAc6DFJgZV1vRqXJbEw==,0.26,0
mc6znrb4ub126xSeAE1CLA==,YoiP+oh9o8DXzhTAbIzGjw==,0.305,1
rAI6zH2yXqRJheXtLGENLg==,reXGss3t+Uq6BBMy7zmSXg==,0.35,1
Ey8U3pXLB4jjtkHMsz/0zA==,RMCWv7MXnhZoNQBNWQw3Yg==,0.26,0
qruiXeph0uOTicvhWzVSqw==,m+hzKs8D6oNqCDhw9IhZGQ==,0.35,1
G5ljtH0FUw9MERh0EMMBig==,WNjdthDzTXIJtp1gg9T9/w==,0.305,1
xhDk6ykfzrl1EolOpgrU0Q==,cNyGjCeAHUIWvW5JZPvy8g==,0.26,0
v1UZZf6bOhtz6sf5SkaW6w==,weSCdaryBYDbm6tD5vUUUA==,0.26,0
IQJe0bk0Ol6kXYOeggilhw==,htSAWFkCNZcsWaD3D771jg==,0.35,1
H4G/VRBz7w+fdBb1nDRa/g==,uwu39Q7Mjdm6nNwicOAyjA==,0.305,1
VCbyODGGYDmuVaRwIsvaQw==,KXQg0OUBDqH2/LTmFKMLsQ==,0.26,0
R6IweFpw7RPxEPaz1hpZbw==,UDtxkChLxCq0ToWHymdrDw==,0.35,1
3Ib00WwnI2XgZ8c3UwUh1w==,J3i6zwSYVmN4wLkLXqt+3A==,0.26,0
cubWUSJSzkoXuniZzX5YdA==,bESfp0C2Cr7wNWfzKnHi9w==,0.35,1
wnvGsVmFu5VIIP2ynjkwXA==,NMJut/fcLVaY4CAOydhyLA==,0.305,1
msAPFW6iosfOQLAe8Z1VLQ==,bXVEo4BzHP9+OPMLrHwlhA==,0.35,1
bw4QNQJqvQ8tTkLZ03586A==,XIvpE4MjjMtcPdwWQDXPfg==,0.305,1
HeAx/92WLXGU73987eDpmQ==,LYPM3/V9eHY8kSFYtv/85Q==,0.26,0
MQbSk88yCiG5KJeebdn04g==,+d+UyyCI2Uap5AJH2VOHfQ==,0.35,1
uXjE8lechTdvg/+F8L+t/A==,K/KkNT2rISr3WSDkhYFonA==,0.305,1
FD7cb+nIfG+qD2kxcVr3oA==,eUYMAn9fWywj9mJBxehICQ==,0.26,0
fb4eZEJDImNC82u+TbYLvw==,SZjYJZFyBkUcoGOdpG/TPg==,0.26,0
cPkMeL3iCrcvYS2MP/7yIA==,DJ+gcdFlH7FH8L7SFt9v+g==,0.35,1
wDSxFRhauiTyhBn60BplMA==,iF5xU7pYMb9aw+uYcrVFHw==,0.26,0
OLBFxEL57tuDKQwDVHbYJw==,bwqHh/rt/SDHv8cU/bSe2g==,0.305,1
DVxl7WeoeW/rhq+lNzQ/hg==,wlNbZDetiAZPg28D7YKj4w==,0.35,1
TzhOgkGRwT0TTeYgBKEQrg==,8+cfPv0aiHgua4UvIvkbOQ==,0.35,1
PhJiQG3BGMy5VPPWZvps9w==,3cL/gstPYkXT9JQAY4aokQ==,0.26,0
3IV1UFhWhhrQQUl/PLQQwQ==,TP8rgFpMQW6IOcwfYj2png==,0.26,0
2B7Ksp6b01DxfZ6pkGRKgA==,DkJLSXzsdAdZ+w9G2JNfbg==,0.26,0
YCr7z2Ns+C4PHNsICy79PA==,oVQRXQiFm6TSISac+mXX4w==,0.26,0
YRGaL6bzDxV47Vdmcw9NPQ==,Tl5HNUOJ9N46BlmRt/gqPQ==,0.26,0
cbRXks7pL3pgAy9CPk9YYw==,kDjx8WI0Ft9yg+HSPCU8IA==,0.26,0
VXBKWbfOigcZmSHxNvqJuA==,ehEUEcqRPyWbYWVI9qzn0w==,0.305,1
zby6sU7ZKYJZCqkTg7qXKQ==,f8Bm+CjgCmlP5l/NUlLZiQ==,0.26,0
YGUGjmSH5dd5P+5Mb2VNyQ==,Ngm5NqTBRJO1Yhy+6lyYaA==,0.305,1
ra5MEHgRLfR6DmJzfCHdqg==,+HJFhCxQyLx6yTMjCZaO6Q==,0.26,0
BdsKaJDbdD7iXko0FDwcBQ==,TgFx+FXLIJXzdfDrUvg4Rw==,0.26,0
WXpXZ4leg2qDcCGk+F83Iw==,tykLqIBxkY/mZ9L1mtZabA==,0.305,1
f6ZoKxuLgYum6lxfZHDTxg==,/E4GARpouXErgKO/sxCMdg==,0.305,1
7kubvHa6EAodUmJlBRr9Ew==,vVj1EbyZi3MMOBq98G2O6g==,0.26,0
8BgiHJiknDpF63nKWq60Eg==,7mGxLYQ+xGD9zJTJaa3EAw==,0.26,0
X+pqFR/oP+aTJVJk7jiuAA==,qHOxQIHSbxGPzWNQzddejA==,0.35,1
U1Vj1iMp6lao3i4Q79pSpg==,3MlJx9/GHB7dUY2b7EfNVg==,0.26,0
Hq8AsKacdh2vjuZnendWKw==,rTM2B3BN3zAdsylxvhy3oQ==,0.35,1
PHUZ5yw1Y3YIpnxg+d7fIw==,f0aw88gNTGCQ2ACWc89cCg==,0.26,0
CifD3No7wmlvArMk0DMwfw==,ybrtw39nsYzzwOlyg2Lmpg==,0.26,0
7d/JeY29Hdnrx8Inz5BB1Q==,TVauwMeU7zJjfD8fRjDqvA==,0.305,1
wGUqZsULYuQ4ZL3GNrDRXQ==,6xMVa5rSqP4epPMzr2Gv5A==,0.26,0
Vt0MMh1MtTryyQWP82RJcg==,YOuojS9+tXnUgEViqqRfew==,0.7500000000000001,1
GRLGclRaRvIXF5qsiB0EcA==,T4W+8nZ+ag6BagddIoTEEg==,0.26,0
igpTbnIWLuFz5E9m1GQAEg==,ON/JEfqdyZAyzuozoZOSmA==,0.26,0
BbCbyt5Ojw4pIlazuzfI2Q==,g2M/LxSGR9hvyiB9gU/pPg==,0.26,0
l7xx8L37L1kgJ66gPabAaA==,Zu/YGvkRWXpkMe0nlGaBow==,0.35,1
oFXEKwOJcYl2I3PP8yJX6g==,Xno0qWvZ8gBChcljL7Ijow==,0.26,0
F7CTr/b8CJZC3Dj3qWs59w==,rGD7v4Xy24FGmt0E/t/JAA==,0.305,1
rK7H0uCTsCmW+nR3vs7e0w==,7FFgeEHCSqYUSRKqx2Jnpg==,0.26,0
uEhFyAjYX6r73Oer69BL9w==,qdslWy2HNzSn/Rl0xFyzgQ==,0.26,0
LhRKA1szZmVoi47yFKjz1A==,Gzw9Lm9uXKDiGH8/dhvcag==,0.26,0
aGfJSKIobQFsnW06GYkGSQ==,Zf4UiLXfNvhtrLVvPUzZaw==,0.26,0
j29gxIG4o/WXfCUkOhLGgw==,VCn7kpvZD1ccdhXBrOFlVw==,0.26,0
VF1+5B0+DdDSEAAqG1QTvQ==,CRJIozqo/2Vml0geWeidww==,0.26,0
xiXpboX6NiRj5XiG2PBuvw==,NYckxwsj+opMYo3XcZrScA==,0.26,0
TCxx+4HKI7TKrKIWbIrE4A==,WMwzQ49FVPlSkC18YE/GkA==,0.35,1
TJAQEpfnqofmVKt1lcgMcQ==,fFwkUXXBPf3QdzY8tQjJtw==,0.26,0
mlYOYIlh0Vl3E7uTUQZPvg==,3BhyUWnjzxIoW6TSRBwSfQ==,0.305,1
W/g0Df5sJKIk0HaaS0U57g==,tO0q5CkF0xP1AMPsqQ5DoQ==,0.26,0
5HEoCNb+1FCs+5hbyh/uiQ==,May5f6TheGNJ+be5VUqcXg==,0.26,0
/TDBMzrmjTw3f1HNkFWuQQ==,0M2toLajkn8g57cMdihRpA==,0.26,0
jCLSIf831oI6V2MbjRE1CQ==,KlC5+3uyPIjQpGtfDnCYZg==,0.26,0
VqFt8dbqC+c0BD6KwCpoiQ==,apd+Kb9qz+QRhS/MLX0lNQ==,0.305,1
qov2nOvJIMSj/Cxuou1M5g==,9qdeM/kdCDv4RygzmrB5LQ==,0.26,0
8olrU+Yab8X1gMSl+3msnA==,7M4fiAuHUPvdV08C/vIijw==,0.305,1
TFvrBBgPnVNOQdbQRe+oNw==,oar9ZVu+UMhGvl1DANaLEQ==,0.305,1
WOh4tpbAn3iT8+Jf1AcM1g==,VAEBajZ4Sjtcd4vKj7Vz4g==,0.26,0
DrX2iuXRXLQYx+BL9VOyIQ==,6f5gPUO1D9Pfk+9zoech0g==,0.26,0
yRdsb393pbW5/ynSJppYIg==,abBqKaCs2lfBXTX2rWiPPg==,0.305,1
LButAjEJonKyfBnrNqSeyg==,kuaWyKaZvaK3cV7lK+7cJA==,0.26,0
AivbuV+OWJAIFbcZr57uFA==,frYuDrnkVIttAtn0Bvow8Q==,0.26,0
Qic0qnONRpchrEMvtDiPzA==,pP7VCPUAlmPdEUDI0ucWtA==,0.26,0
VFwRunEdWn6N5i+pF4NOgg==,pCVSVDi3Nv4kp+rM3t5RRg==,0.35,1
L+p6e/Qxxul9xLe46urBaA==,eIXjgEcqDPJW8h+UVO7pWA==,0.35,1
u1FzTNoR0ZqgcykBiZADMg==,SPXmk+FQaSVb0cJWXK8vJA==,0.35,1
2+XpIz8eVWzh1JncfTc0Ig==,qaWQsuY3442VSAL/+KrtKQ==,0.26,0
M07GhdfRjUF2wJysVRBnXQ==,g+dGO7sdluzEm5kX2S9qtQ==,0.26,0
ON3C4Zwuc6UlxKs/jehSJA==,UNZKJD3/1i0Qjp4rRJ0p5Q==,0.26,0
itCwlKDlDqF5CbveXbhmRA==,kHUfmQ6DVj485FXmDjb8yQ==,0.305,1
CvXNlPlV9/zYJcGKKmaAxQ==,RC+FwNuQ8w3kODAU3zFpag==,0.26,0
MmGpvSzSz2J1Z3Bwf6sJOQ==,alm6giELW8t6egpeGNYFBA==,0.26,0
ZOkdtp+3GobrrwJ5ph/tsw==,+H5bPci+oktiP8mVJc/IAw==,0.35,1
uk8MZwfGja8AuQ98TPdXPw==,RycQvhYtB1KTNw1b9NlcUw==,0.35,1
icC69Uj55G4b395cxSO0Gw==,v5HSagupZeceilTF6HRDiA==,0.26,0
JVD6NrYiY2jh4ruVmezKWQ==,aIwucCVe8fL/0L1GY000rA==,0.26,0
eb4FR3fWi7cJ9DfkoBkh8g==,HGzGhtEMBUtjhjqok05ufQ==,0.26,0
9LI7RHWIj2ZgVLc+65y3Jg==,yxmgLTUVcUJzAH5m4kAnJg==,0.35,1
luH2BbtrQiV7Tqg1JmoYXg==,Qd+ShTF1PmjIZxsHKI4o6w==,0.26,0
txb6sjEXlftFn4GWBY/5nA==,ch8zmQqR3l788+kfnhrKQQ==,0.305,1
T5yKT9Y/Fqsxg81MUdzXjg==,06awi5rhceGUTsvX7IuCIg==,0.26,0
MZcBPa1O91UpMv4bWPmv3Q==,Eck6TBD+BgN9x2VTOwqlQg==,0.26,0
3K0bm+YDkuZL2zp7x6icPA==,rL59+iGHSYriBDeBjPagPA==,0.305,1
UvnO0zdD1k6ncQuQWOfSsA==,k2HP2eNN90S1uw9t+GgQww==,0.26,0
PlaOv/bJ6mmLMaV23DY+UQ==,K1itBIswsLZxR/tT3OsV7A==,0.35,1
cLCdxopi+o2L7pxgF/1woA==,/Somq3NMjPDJ421bJ3yh4A==,0.305,1
/lv7GiGIa4i937/h4i2sXg==,KYOwD5mCedXgRXO51sBWqA==,0.26,0
+gXqJSjhx6K2qTQwKopCtg==,8YiedGTQpcKCKMEwx1b4dg==,0.26,0
IbNiEHIalKy6Vv0eK/PeJw==,rQzFUdTra21KU78tadVTCA==,0.26,0
gwDwT0pvJSOXTUdqupMGSg==,jgfR0enSq2DvA3XArqhZZA==,0.26,0
j4yVPTjJSOOiIwPM3j3iRw==,PzEj95HcVPJx8+jWDSXj4Q==,0.35,1
4DABWIfAtjeeOVyeIKow/g==,Z3XEompeCurBwtKcAC16fQ==,0.26,0
FVyc9nwcdGpNW0aHbuZyFw==,GVCGxtpjGAMwGWdjJ5SxMw==,0.26,0
PDTKNPIAJ1odvvCKlYJvNQ==,GSw2oj1AGQFM6GFSjAIFKQ==,0.26,0
e0yeMlkh4MjEcMr5wUP51Q==,/drMxXjVtXADWCqzunfU8A==,0.26,0
ilk47hjnfOAXXr6p2Nd5kA==,48m1zELhQ6To1F6N5RY+RQ==,0.305,1
hg6fe00gr4XkvQSBDWs/+g==,5vSHhWOVgIuitvovg7hJXw==,0.26,0
r2023im80QGFUYOrAL5YwQ==,CeSVDjDDZF2d3W6EW8BIBw==,0.35,1
TpF8mJrvGa+dff0y/xO/QA==,zbVzxM193+TWAmxq1LHmCw==,0.305,1
GS+ZvK5nAz0Zd0Wd8b9t2g==,53vjvpWdBQrpvG7HUKz4Mg==,0.35,1
I6wwMKje3xHqcTUo20K7+A==,cqNetV7sTPrYjfG75nqsfA==,0.26,0
7Dz79baUoWPIqwJbEhEtaw==,dXUSPFuJB35IoTEcd5aPlg==,0.305,1
e49xutmagDsCb96ei16JPA==,8WN2WwIb/dXj9ujXNoPPAw==,0.26,0
zGUst81o2Ieh7NVFKoig2A==,qD8bMzY8Tkir/GGhEft1sg==,0.26,0
Yna0oDN59sl8vKabHMJQAg==,3tiSHyvh6kvJ3Wr+lkrvXw==,0.35,1
JmAeJQ+p1xNqZemKHRHAkw==,CUhheR4Qw5Sl2m8JvTnp4w==,0.26,0
i+z0Sgg9WvrC0ZicaDBhwg==,v2b/0TgBE2VlgvV00Z+lWg==,0.35,1
nOqlALFs24v7WBED1u7a/g==,WK9QIMhsGaQtEMclPOZFDQ==,0.305,1
343WMdXqQSzUZkxuaqVXug==,G2lwtcTwfX9Ec8X0HOig2w==,0.26,0
fJFE7Y/MGZfwl/zeZpORDQ==,L3YTdg2U2E6IyCUnZxyDPQ==,0.26,0
5mE3EuDhvplPZCrySs5e2g==,Qx18NBaMnG8RWwT3iFIJug==,0.26,0
5crcZiY7Sy70T/gkAGgz3g==,GNP5c2UjWqPUb1sDNJpPrQ==,0.26,0
Mm6ZZUPnNyVLbvJ/n3IHpQ==,h5OzjGEKljpWzVH2lRiN6A==,0.35,1
CDOFhEYIrnhGjRmwujezSQ==,yvuMMA5oP/qJaQ6ErkDzFA==,0.26,0
Yf4A/y2Ks8xUXyLVGmv+lA==,rj0xpp045cwE0XXOcjdY8Q==,0.26,0
d8jVJFYCvSZn6V9x7QwLCA==,X9ojKf8axp9b8hPqXJiRQw==,0.26,0
bA3CvGwiH3r2jsg9Sly5/Q==,jiF/Mbq/iLdvOGzO+P/Aeg==,0.26,0
/m5zpGZinUhCKRJu9SKRtw==,XpZEV+MtRicxPMYuWWSIxQ==,0.26,0
Sr1soM0uEEsnq8VyzFpyfg==,jm1hYmSKl67vMVxJJhMqUA==,0.26,0
JhrjfPKGTNoZBvFj1ubodQ==,scO0ABhikaO5lRN6UrMH6w==,0.26,0
1k22XMtGSDhWkxQbSm4xKA==,B8JG00ljmJ7cw4hrKfYjAw==,0.26,0
erOWBl/huEmXpVC/FwEhFw==,Kz1h52eTpv6zh7rQ1eiNQg==,0.26,0
1Jvz+rEvTmgX5oujSydTLw==,S4ao+9aVT/H0rx7PFFiSqw==,0.35,1
jrB5osHkywUlXu0pHZ/6oA==,w8MLco1e5kaezpATpZda6Q==,0.35,1
1VvnQRMxr/k4I6KAXyWbQg==,tGiFdVJOlj+YQPtR1LMJ+A==,0.26,0
UOtXyO998u6uXZYWVFzi/w==,0Ve8BoHeCp4ZaSJZtmT5Uw==,0.44999999999999996,1
e7jE0H8R5MjLuktvzWcnvw==,E06amvUZjhupU8n9bdhb8w==,0.35,1
rzkJJVN+CXoBa4sH9l8gOQ==,PiGNOnp3ndIFV7o3itEOjQ==,0.35,1
mrE66+6f6zMksiV88Gh02g==,47lHR28DlRDxpihHc4z5HA==,0.26,0
fHmYhMA6CbwQoas0E8FFZA==,0ri9l0ZIMv3Yz9AtoUTJtw==,0.35,1
i4jcCCNEnEdXg53mdC87PQ==,d9y0zRYcSVEsZ/T7mCaWhQ==,0.26,0
chMiGtc2UQlRPjlE3BZO4Q==,QhxpuWEYW5jkYNRpfiQfSg==,0.35,1
7uwe4XwIRLXhCcGE1gbF+A==,GzX5fprPvKNXKtdbBjiTnQ==,0.35,1
+Ue0YQ3ssqWYZqi0WLaxew==,W8McIERIW6TGEL/evE2Z0g==,0.26,0
16BNwHx3XTkLNeyjVkbtGg==,xIxS+t2V3qCA1yK6U6C45w==,0.35,1
yBRixrktJntrE9JzpFrYHQ==,zy7ZC9buWkjIL+dFn/qPiA==,0.26,0
0XKQXP6IdnNBMmSTBJsIkA==,IuUAoqrF3TUiwMIzDDMpEg==,0.35,1
5l1SRIkqW6Laj63cm3g5hA==,y67DPoYvRsuqXnOY3VjkNg==,0.26,0
nztF4qFL5ekofXNHyVN6iQ==,PXET3AsxJ5AOYvrvhb3MaA==,0.26,0
JaipX0XxKSQgo7qp9X/90Q==,UjKSuyocPtaTkiGSKUOLow==,0.305,1
n2Zs6bni+SdcCxTxI8ZWEg==,aryogSBLiKFJAcsCJvF/NA==,0.35,1
X/6jv3KmVJ/17LFRrOOaGA==,XlwsnKhQvS9z2tkcwHgmaw==,0.305,1
5YSHdlnV4Jv2q1j8210cxQ==,ern8hgxfU0ZEc2aKXv2/CQ==,0.35,1
VwUnjE5BO4QXxbxTBoN2LA==,UvPx988XavSdU4JuY/i3LQ==,0.305,1
PP27nlkJcYIZPyYSfgRheQ==,V1Zdf+0KtBB9q7/y3uNZlg==,0.26,0
c/7WG+iJmHRv08AZtQ9jxQ==,uRWINvx+fNI4H/TliGZ1xg==,0.26,0
4A7F9jMIyTh3yZM5lawYzg==,CjgKoOUL2J0eXyOz5RLvMw==,0.26,0
7o6CEy61U87v22MncQiWog==,v0dmZ2lziPZQmD2gdwfU0A==,0.35,1
dMVymmjIIbx6FVKve67pAg==,A2HTjc9Sj9QKcRvKcHw9zQ==,0.26,0
T/guO1Bqu39SqLj4jpiaPA==,dc6aMYj1z4LF5ntpl9znXw==,0.305,1
UMHA2bv5ReIQBLu8Y8J96g==,jr51nE4kw76ULZyXwoqzKA==,0.26,0
AAfLbw6172zxmcYhsNTpbw==,O0Pdux216ssxLY2VlTdExQ==,0.35,1
Lj+asNVby+3B8pldXCh8EA==,GD/ugjvv1xMGDDgHtyc0RA==,0.35,1
P3SAwglsTP8cW+MszqIgmA==,O/S2CVNLimuTLhz0cigZtw==,0.305,1
OCBRw+TsAyM3srexF/SiYQ==,7O+nI6h/uPtXUR3pgo/ikg==,0.35,1
+SMJ6OGVtR67rhIInZ/jeA==,t3+4OKpiSYpGRIwd7yJSuQ==,0.26,0
AK9Nf8oUUg8Crd2SdG0ioA==,uEqvhbiKf8fPOz8/v/IXlw==,0.35,1
NLAolTbbIiWD/1KUkaWGDA==,OkCfwZkWTuohwKHWNqPFGQ==,0.35,1
iuGF+Ppw8NBDRWClzOKS1A==,Hh7ZF+B3A7SvAZNC/S56lQ==,0.26,0
7KAldMyO+joxZ74vbwAUUA==,GIV1cNw4q58Z2sZTZu/55A==,0.35,1
BJLOxxGNEpK8PPeIwt35sg==,34qK2woa82XLcvtB72yWiw==,0.305,1
mbVKKDJjscmxEQgt2ymq/A==,2tIjkoR8OLKTuBqkhzIdIg==,0.26,0
mUiT2m1COGh9ZiJLJkmhvQ==,s5pUJjr2YuBH7RhZlDsBAQ==,0.26,0
4aPGv3WdP+SSYdWOxaF1aA==,XOASB16O2SsJeMA0uUyseA==,0.26,0
lnx7kLDR03/vdoF0od5Jcw==,2xxCBa1gPrE8H5/24nfSRQ==,0.305,1
zp+Qf8j4Df6GEenUN0sHpw==,fOcC+X4JB1UWX03TuA92PA==,0.6600000000000001,1
LvQIt2VjsBR+3Y2jt+G5JQ==,rd86rjhhWe4s0LZZTDNzJw==,0.35,1
hSTXoDWrFGQnIVsgUEORSw==,1LuXYbhkqKF6ux/Zgo1Shg==,0.35,1
KUYB4oPlWu1HmpLMFCYhhQ==,os0VjNhcXAunpzNSn8nW+g==,0.35,1
DXhGv9eKgL5sD8ENxv+9TA==,YxCRd+lydwWgjR3CBDPlqw==,0.35,1
TkdRqPQ/OHJMPRkPAV7+0A==,Uv8OYYjnxVLNYzxI/n/Cfg==,0.26,0
2AU+36iAdUrBWS8wS8aNiw==,ofwB9zCwzczLl4mBb7Z4Ow==,0.26,0
o0wCOodSkILiQ6JfiNxVDg==,N5G6pzaDJ5/hLGZzc/rhSA==,0.35,1
JlBDi4EIu8DS0EVY4BgGZw==,inACm89JIoy2TV7wFGY7WA==,0.26,0
HzRS9xqirDG8Gr9xiGZ6TA==,Pk/dUodZc55JAFnNPaGyFA==,0.26,0
4RteI9xYkAwiuoTwAaJBKw==,X7LKQPHY9wSBZvKr6OL5Zw==,0.26,0
VToRAZ8BgSXxL1reMtSK6A==,A5E31MndNUKAcT73qtzJtw==,0.26,0
nBTBMVm/jHYX/J/bza7Wig==,8uPHypOYn5gBXJKOom8qWg==,0.26,0
ouTGtbOOA997e2KiHIcoCg==,4ddz1aIXRcQ+DbLzMAqjyQ==,0.26,0
5UREva7B6SZVu/m/pagtfg==,/ZWKZrtV27/xWPUkO/xZcQ==,0.26,0
44IDmeCQMO8UyUeS1PP0Ww==,mGBeeLiNKZgGn3P3myPdGw==,0.26,0
fVhJZRmr3sGSpQXqn5xWhg==,syRupEszQAk39P5Rga6ETQ==,0.26,0
JDV00l1WwINyYP0F3C5wEw==,9CMFukjx+ZqXB3oF/+8KkA==,0.35,1
gcJmPuE+q7v19TknGbrO7w==,X+42i6ltU/sCtDoPG2iebQ==,0.26,0
FLBOqs2Y9zCbi7T8OfYuhw==,Gwz1R6f5bIMRQsLBmmf8yw==,0.35,1
wQUTjbe1FUsT+FpqonxKqA==,jifsrWHQUxeN6VcwCh1vGg==,0.35,1
X+Cj+AIAU4/CkoU4EEjJlQ==,fbVSHjmCwX0JVje/58MJ4A==,0.305,1
c/AU8MDWp/cIUt74bAgmjQ==,7E4bu9EP+hcHbtkfGvOO1g==,0.35,1
tHHkKtHesId7tqx7YpyY1w==,eV9K7riAvA5q8eXPpc3uCQ==,0.26,0
J0tHtTZerNwv0gFXz4B/hQ==,DjioHp7yEFV1+FKfa0vHSw==,0.26,0
0m7jJnMrE5onKZKK0vrdhw==,BOlXNRwJ620P32w5P4XWXQ==,0.26,0
1WVo3uZX4KmQjbkkvZD9GA==,4vm1wBLJd4jxmqjLHHXkXg==,0.35,1
agXC3ZLChIuzvPFSN/Y2Ng==,Ai5CrYs5sP0MMjdlStJf0w==,0.26,0
reAZZG41DaIloFhdYV2YAQ==,Qogi4yN8UY4jAbtkwCtsOQ==,0.35,1
oVsRovlmnbHAPeCvDgnmyw==,REDPCaDaxyedD7x3f+qUjA==,0.305,1
rAMGI8M9V/1bSDXJX5kAcA==,Fc/pRlxeRdZW/UnipatLhQ==,0.35,1
bdoa0VNevUCnzdv5pSZcUA==,G247kX4JoV8k6M94ncd0CQ==,0.26,0
sVDwlzHy3+VuEP8EBL5iVw==,xGwL4l5A36zSUcUPnOCbng==,0.26,0
oCIpm+glOvo7/LezZiMCug==,DdsJuURIBOvMMWnxwEOJ7w==,0.35,1
ZBdbrMpZCaaPxxTkJB2XWQ==,oddSayz+HTNP3yiYgtW71A==,0.26,0
Objt9bNQzcd6xL9u+3k1OA==,iXawdUUGLOl9cIHMbNofIQ==,0.26,0
6qu+3yfacgSoRPHlmLw4Vg==,lL0Ot+sAxxMteVJUhnfeUQ==,0.35,1
nLZHugoTjR30aPXrCkOqWQ==,sUg31Q3jwZYB198TaYX5fQ==,0.26,0
pH/Q4NuLv431mdQvMalBIw==,lSRgw3Hw4rjS0CzicgjN3g==,0.305,1
OVDszXXE8HkOvT9AUqlgYQ==,ylcN3Cr6+/acYpFpAxn8xg==,0.35,1
VeJLBG/Cgw0xSMCnL8greA==,vSPyfvt0XJQxp7hnZeyTKQ==,0.26,0
cnjcNjZRwDwy+2KN7i1G3Q==,23bVq+k/X9fYvpOUJRyKRw==,0.305,1
/EFHyc2s3xSTcBYZnKcIXw==,BgmpgXPB6/8lK0j6qwdzvw==,0.35,1
ivtGx45Fxe9YUvAo380+2g==,l0ZEPkyIVxeWxopzM63ndg==,0.26,0
KxdSVOjK7bVH5O556C7OPg==,cFPEpf5js9NcU8GG02eHUw==,0.35,1
KyBSAe76o4uZ4z1zwUXDPQ==,wP4HLTPLprAzIMztjzKO+w==,0.305,1
65Ffsi4QvnpMipO9MbhlOQ==,cSXS6+NRDJo5n5KF9aDWsQ==,0.305,1
kOvW12wfmccgw0NLqScq9Q==,IxboaOdzWgy+/FkqqCW41Q==,0.35,1
qyLfP6vJfYC8G7fB90amsg==,OXhb8euWRdmGF8zKJgMy5g==,0.35,1
mbQcKIGo0+EFYUIoeH6JwA==,hjJ4fKOkvUTQwX2VA5eE4g==,0.305,1
ANERzEGDfX5J51wTOYNwZQ==,f+zuR9lZ1U1xnqjrDF7jKg==,0.26,0
1aVE7z7EvXER1MCuosEbMQ==,LL8y/zV4EcQ5WL18uI7lqQ==,0.35,1
sMkP5WRtl1w7bfa87DKt6w==,KdGEnBERf0VeFFdxZ3LvkA==,0.305,1
Fdk7E0x8zwJrxMjPkTczIw==,WaYZwot9GJTlaKs+9pHNsA==,0.35,1
AFb7Rzg4N6LEihgEXfb0Lg==,NOB77ShNWCsSuzYg0yJl1w==,0.26,0
yND/sFE8YafbuYfBd/3gVg==,ybSPfuARep8k0qLDSLM5mQ==,0.35,1
K8ju3ATcR6n1hTJjsjQeTA==,arVRByZWrN9GKztlmg7v2A==,0.35,1
gT1Z01rMdxnXW5wqeqaccw==,X348Q0DIc4lHXoKKbsTIzg==,0.26,0
dNl7PZQ4lKe1NwOw0fE0Xg==,vwxGu8eHa000egFqru0Czg==,0.26,0
zSAmB8ngelxN247EKDVFHg==,7JixkxH49honJphrpCCQ7g==,0.26,0
lbcjEHH6+gJHck268dNnJQ==,J9QJ+lZ9w/LQ9Z2nBZ0KFg==,0.35,1
TPwn+SEjs05Xg/onxh2ZTA==,QspnqAKXR6RADSE4gE0pnA==,0.26,0
RN8E3leIJeyDD+QIgz6K0Q==,z1BycHueDHqig7DgPI60kA==,0.305,1
