user_id,msisdn,risk_score,high_risk,flag_sms_to_fraud,flag_sms_from_fraud,flag_called_by_fraud,is_international,flag_young_age
sucmgHQdyQv0pMBArm0nHw==,2hHkKiQtwpe9+PngLnt8QA==,0.305,1,0,0,0,1,0
hqUFxXigavZyD3EN6/aRQQ==,rm6tRPsitRl8BYW9Ptg5nQ==,0.305,1,0,0,0,1,0
0dRYAzjnjIOveRZf/uWIfA==,wrJxcH4kuTRl2ssSC7P1sg==,0.305,1,0,0,0,1,0
dMCqWU0PTPKLJfxY8hm5ZA==,R69i+swCcenFe/722CQinQ==,0.305,1,0,0,0,1,0
XIgSWvOQ8a0MCW3hPgbFyA==,UV1t5IQebhDhkt00mXUfWQ==,0.305,1,0,0,0,1,0
FsGbSq5AhT+C7cJU9qxAwA==,Tr5qDqmAenHoUycfvkmeig==,0.35,1,0,0,0,1,1
J6QDOXQYUZCKYjZqOLcnXQ==,Gt/mrHQIUvrszu1H1ihSYQ==,0.305,1,0,0,0,1,0
+Jt20wSgdUUOFkjCtxWt2A==,k/mm2Ju0jM8ZGLUw9Nkczg==,0.35,1,0,0,0,1,1
koL+55ZprLvrPQQvMAH1JA==,pmGaXOoDXCBQNlaECQrquw==,0.305,1,0,0,0,1,0
ySGZqaVFnu+Yz208U8Payg==,xKtTsDqUeJEIPL9fIEfaeg==,0.305,1,0,0,0,1,0
dURP0G4ilhZfHOQUlvtTUw==,UIynwxyWvROmx66I+kYlWQ==,0.35,1,0,0,0,1,1
soavixfxPgYERN1wcEFnRA==,F1sXiBiPw1mfBuZMM0D2kw==,0.35,1,0,0,0,1,1
kHlL+lDvmrAggi/y0jQ/7w==,if+WX2uTF8Lomxj9Mgk3Wg==,0.305,1,0,0,0,1,0
rzGUgbpk5FFrB661eNyMDQ==,Ps2x1iLvpRCxjhXOK326yQ==,0.305,1,0,0,0,1,0
PT0KzPVpNr03/TB94C3omQ==,MWQHUmnSH6X6ErC9Is9H2Q==,0.35,1,0,0,0,1,1
Ad1HHMYHPLnpsLtP0n5k6A==,UrNAPezEMWP0rqn+ZW/bew==,0.35,1,0,0,0,1,1
DMvA5zvUe+Z96TUthkYhnw==,m046Th3XjjGpkSPNEyIPxw==,0.35,1,0,0,0,1,1
/B4wGxTSlvRHxnvPiRYStA==,s+V13qBoCjgn1UdZUci4Dg==,0.35,1,0,0,0,1,1
+81Qo6KomkGrlQVv1m9JSQ==,WGWMKajfXfy2rj6FV/UD8w==,0.305,1,0,0,0,1,0
WCMfeoRonsfipyRTxJ6D0A==,X4/AVlQDlHJ3VNpMcj3HpA==,0.305,1,0,0,0,1,0
Ivf/37PCcIpPIWklW4CajA==,mRFhgV6IgUyz+ut+1BCt9A==,0.305,1,0,0,0,1,0
iAfEP91Yx3CCF9v2/midFg==,nEKR6PURZfqf4lqd84QQUw==,0.305,1,0,0,0,1,0
CunSnIr4ro9bvWbVNKxnJA==,Rb5mYDxFtL4W/tAQPNv41A==,0.305,1,0,0,0,1,0
PBzzEr76zXGVtajF5uQBng==,w3Lx5VjYsY0kC5FeTs/khg==,0.305,1,0,0,0,1,0
xOAe0W2YMy3AizbCUa8UZg==,IZkTfKvNW0A/xUI7ikD+qA==,0.305,1,0,0,0,1,0
ihWUkB/C+cZjqNr6XA/h7w==,lBMyaY4er7vBudRcJbu7ZA==,0.35,1,0,0,0,1,1
gRgn1QRzz6B0yJq5UBj35w==,P8GJbkR8+zFtwgIp6CgcBQ==,0.35,1,0,0,0,1,1
plkVwuxziWTIeRyWOnhxtw==,7K+1B6BsXmoS2xmkqubsQw==,0.35,1,0,0,0,1,1
kloouI2rYD4+09d2A6/OQg==,QZD0s7cSRhQp8zrZDu1QoQ==,0.35,1,0,0,0,1,1
WF6nT+hJeOmlbuMLAZibhw==,GTUMAx1IIJw268jX6WB1GA==,0.305,1,0,0,0,1,0
n/zczfcVKPUZvVhXLuD3NQ==,93zCl9f8/TAGxiRzYB2Cvw==,0.305,1,0,0,0,1,0
Bl+2KZywznzPx07p4fkd7g==,oYlij6ThXzXXg9m/gb4E3A==,0.305,1,0,0,0,1,0
grVkjQob8vH6MAixTTevqg==,rirEeuJr0UJdP1GJWwlWig==,0.305,1,0,0,0,1,0
k93N0CkZcN9HnsiiKTaDPA==,Q6qmNOgy9tN0At+8xzVAPA==,0.305,1,0,0,0,1,0
6gBAvKRvnLfNsLz81WYOeA==,ZGR55zhcueoSu57o8WKvVg==,0.35,1,0,0,0,1,1
JcgzrYu9EfM7PrKwAd4XRg==,ucn0CKe6Hz8YTpc64GIj6Q==,0.305,1,0,0,0,1,0
fMZPMxI7sDXulmIas9jhUA==,oz0G31FH9I6BmWqioZ84jQ==,0.305,1,0,0,0,1,0
dqpAqG6fPBaAG1GW1QPQWQ==,uOEM/uBKkq2ZR4N1sa7Dpw==,0.35,1,0,0,0,1,1
9QBIFRaWYPXvq0TxMfbgbg==,8B3ngDXgHCwU8uPKa3Fikw==,0.35,1,0,0,0,1,1
7T1BPc1UvIm7IGoEhXChBw==,fBjWee8Kd/fXHwZIAIeujw==,0.35,1,0,0,0,1,1
8nu8EozwyS2Ngb+/JfIDbA==,xhfRhZJOI2U3XCe/6p6BAw==,0.305,1,0,0,0,1,0
IioMHyUmAbkf6P4X/hcGRg==,tkvAjweK/lmZGljmtVay5A==,0.305,1,0,0,0,1,0
u/944PtNgtnwRHSo8OmgSg==,Q24x1FPe5XNeiPc5kbY6ZA==,0.305,1,0,0,0,1,0
+THdr7Zhcqj/xjrHUb59lw==,vvC7vOP/eTiiYXWk3DWVuw==,0.305,1,0,0,0,1,0
esFEpci5i74ZikokQeJQmA==,6Uym51ZNCspzfXSYBLcSxw==,0.305,1,0,0,0,1,0
W9efr9420X8cTIOpAL4XYQ==,cCHZjKC2b0/RlCiK873ZEA==,0.305,1,0,0,0,1,0
asNgFQXisOrUik9SISMM8A==,b3erOyudG5zFDsueKg9mEg==,0.305,1,0,0,0,1,0
Zj5Jp+t8rMu6V2iRr+x6CQ==,6X1OJrFEGDoYqderstS9/g==,0.35,1,0,0,0,1,1
/c/PMsN+aXT9ZqOdZTufsg==,MJEfjDVegXkcxCUGw1oq8w==,0.305,1,0,0,0,1,0
ToGid1K4+PuX2PrfYNOZRg==,MhzGupJhUkgHT4bE3iQ+wg==,0.35,1,0,0,0,1,1
FOOzFTY6xrT/lroM7vRivQ==,B/lExrVIz1SykywqVyxB+g==,0.35,1,0,0,0,1,1
G0EYFt3FFnla0D8rCKvr5g==,nDvdIv67yY4Io0rgTDJEDw==,0.305,1,0,0,0,1,0
Lc+NW379SZw17+BQDo7jjQ==,z+Pq0lSx79p8gFz3r333Sw==,0.35,1,0,0,0,1,1
QjNEOvyN+vCSRTQT/4WFmA==,yr6J3Q9o4rg+tk74yI4NZQ==,0.305,1,0,0,0,1,0
J8AbZl5/rTNBI2D8iurDHA==,6UoS6rAwTnxNc7hLFKgh/w==,0.35,1,0,0,0,1,1
WlPt6L2kTuD6TV2QfTLeeA==,2+GFWwHlHeU6RmRKLgQN8Q==,0.305,1,0,0,0,1,0
5gB0p/sc4rTHii7PJFxrzw==,morWgVc57Jtq7CIfhCjlQg==,0.305,1,0,0,0,1,0
ajxrl8kZho0cnFSrhzi6VA==,eyjkUyN4PLuNqkXTrAxCuw==,0.305,1,0,0,0,1,0
9Ko2vz3Sy6ngcIE3eNBJCA==,W7KfjMYMsjLogUwmLuY3vw==,0.35,1,0,0,0,1,1
0xX2/6WRVyCFY0UkmCv7vQ==,BBdCholnA7F1iWfT1GwwlQ==,0.35,1,0,0,0,1,1
3BIXXmJV6QtwPvdrZr1N4w==,ZYeJWoPQhTBDabV+0wbYkw==,0.35,1,0,0,0,1,1
SH+Nt3eDzlE3D9dTlLi/qw==,o7vs4M+d6jOBfyALEnqZoQ==,0.305,1,0,0,0,1,0
iPpxmfSglU45xL/jHCLZ6w==,PvsVk7rSTWLYgYfg+uTWgg==,0.305,1,0,0,0,1,0
Z5BC0wWdD8qDsGf+nI0wtA==,ehG/WBYEBBD3KmIKx8BBHQ==,0.35,1,0,0,0,1,1
ucoVKMc9ge+0UmrMmbkrcA==,TRl5xfRpFryqNn65DmoKPQ==,0.305,1,0,0,0,1,0
6VIZpLi7g/WsYYDqDA/3xg==,QHp1PVupaGn0tRsT0ahe6A==,0.305,1,0,0,0,1,0
lTqbBiyRIVnTPvShOtvM5g==,iDAtVPccUrfOLtcHUlEZdw==,0.305,1,0,0,0,1,0
z9yDGaUkMg7dVyJwP82Eag==,nvbRFkftXdQF12Df6nAhXw==,0.35,1,0,0,0,1,1
ccjg9pUE7o5dGPGhwZ27/A==,41GmRXZ/XKEFcTkdkI9Xaw==,0.35,1,0,0,0,1,1
EsInZPyjpinTH1mal/+XJg==,KSQeLSdhGykO472dOXX0rA==,0.35,1,0,0,0,1,1
/TTEesrhu0aOST02Y8Ks2g==,JG4s5G2Qlaf0HMx+UJLyxA==,0.305,1,0,0,0,1,0
bm4dlSVWeRCfqFoItV/gMA==,n4NQRS0EdOgzoGkpnkI/Ag==,0.35,1,0,0,0,1,1
fHlqsJ75h3906tzlnkVlEw==,qixT/dskvDpebeEKePaJ1w==,0.35,1,0,0,0,1,1
pzfT3IN91bdn9d228fvBqQ==,8YtTNwgfIYWCLO9OuQJYdg==,0.305,1,0,0,0,1,0
MF+wrWLcT+r11b89PsO2VA==,zUwpNh7JpWAXZD2CpFP3NQ==,0.305,1,0,0,0,1,0
k4KuFFtfnqxu536B3SQFdQ==,+h/D/2Pe96/ZDiQCW2cjUg==,0.35,1,0,0,0,1,1
vonEWi9mkQbf/wSezXPamA==,4Iezz70Cdg6wmPrzaoPxYw==,0.305,1,0,0,0,1,0
O9BoI+mWXex1Hyw8/E43lw==,n0J/hnE0y2mp+dSFKgP6sQ==,0.35,1,0,0,0,1,1
olNcbszHm1jqbfrYa42ENQ==,hRfllni+CCgVCeThr5XXQw==,0.35,1,0,0,0,1,1
A7hyI9R+8gucQZboKIdq6A==,cLbpdkMpRGbkf8egANIxLQ==,0.305,1,0,0,0,1,0
qXkWkXIJHbVehnO6Q81ocQ==,mi1o/PwwM8nuqz3aQCf5KQ==,0.305,1,0,0,0,1,0
mqXMPIq0WSUOD4CJ7ChHEw==,cetrfPbe1Dxxwfc1jI1SSA==,0.35,1,0,0,0,1,1
/t8fTdrUcYw6Xh0MmUke9Q==,fo5i8RItXmKjMSIDd06mlQ==,0.305,1,0,0,0,1,0
zuz+ZVJnlss2VGJ4CJWQPw==,PkhZeLIo/coGBaNb9rfgYg==,0.35,1,0,0,0,1,1
ro8gBWS5hxQtFjX9bH7Ssw==,2q2l9aySHEp1yDLNu5DMMA==,0.305,1,0,0,0,1,0
ie2fcG/jNx5o0BE2WCckwA==,l+TmmUJC5jCwJWaGJi1q3Q==,0.35,1,0,0,0,1,1
Ny2mXSRRZaS/GJXwLALjsA==,mG2iz/R/dueqdg7xpHYPzw==,0.35,1,0,0,0,1,1
LFVd2Ht5M36Lw3+9a8i8GQ==,W6wIFAzpeBNwzpoSXoCxPw==,0.305,1,0,0,0,1,0
9mwXGJz9qGDjjopNwtBhMQ==,QwZHfrgGSi+Ri/i3btpbdQ==,0.35,1,0,0,0,1,1
a2JDUDnRPagBiLzmncyUQQ==,8oZPkJ0C/WL37pqiAaefUw==,0.35,1,0,0,0,1,1
B31X0JFn/FEYdnoUffq4iw==,KgUlmY56WoIuvKehxWh3xw==,0.35,1,0,0,0,1,1
Rniw5yrx2LOfJRUV7IEOLA==,J0knFsIj0WKUQCEjcI/Nuw==,0.305,1,0,0,0,1,0
JWgjvXBREMebTRadCDUWvw==,YRqd50ua7/zY2O0oWciuqw==,0.305,1,0,0,0,1,0
t0wyDukhePgre8DwsQIQvg==,7b7EslYVtxJg3FXTuH/Gtw==,0.35,1,0,0,0,1,1
u+QZCCsHa02leqTCvpYnyQ==,7wgD/M+kVCl5jMwIiqzmmw==,0.35,1,0,0,0,1,1
MgiNsiaQPofrY52R8cKYQg==,sEOdkFSskMIdd60azhxKwg==,0.35,1,0,0,0,1,1
qGmPN4v62uTsiYxQ0fAy+g==,mEfMl3N08VQz5i90XMcGZw==,0.35,1,0,0,0,1,1
jn20pUbHJPN60EAHdnix/Q==,MWPxUBosE2xKhf4bTntKag==,0.35,1,0,0,0,1,1
MBfKGQRGY+uJ/rKXQKJnYA==,BMOO+oy/FZoVPj02Rl5Jow==,0.305,1,0,0,0,1,0
vqqaoGgkrAziN7c79BqgQg==,SWH+QD3psGg/Z8Nif1UEtw==,0.35,1,0,0,0,1,1
OeyOhgVBQrQ2OR22mDE65g==,HyqLsIktCORXoweqy9OdJA==,0.35,1,0,0,0,1,1
QoYKxCUmwsnD/E3eDgz/Kg==,GQCXk/jXB999Sy4AH9f1SA==,0.305,1,0,0,0,1,0
eAIthFukDPI7jUb43VmbOw==,8s39eFyRdIjRtIohBfKQkg==,0.305,1,0,0,0,1,0
C8Qd3xQnDqQ0mMfV8b8D1g==,3ek1tIvWQXegt6t8Ie4FNQ==,0.305,1,0,0,0,1,0
dFy+PBe/9DtlXDpUsFxKyA==,7N2u81s7dtLtETv1TmEVJA==,0.44999999999999996,1,0,0,0,1,1
0CZZe04lSzKdId4WpsFTqw==,Cf22XacJm5drT0J7FkxjpQ==,0.35,1,0,0,0,1,1
8PDSiJcc4VDpCrvf62KLbg==,HUFJ/EfTyO3opbbvUVyF3A==,0.305,1,0,0,0,1,0
64uwHGaaMTTcTodZJtJglg==,pe4yqkyi4g9Ct0mz2rMmtA==,0.305,1,0,0,0,1,0
S73sfr9fX/36NSiMveLdug==,eqjkUR5E+sFOlAENZBxQDA==,0.305,1,0,0,0,1,0
VDYKr4r96/sFlg9ZV1gwnQ==,LAA+ifsmdLVQR9jc2NFVjA==,0.35,1,0,0,0,1,1
LaZ6Q9yQiOh5NGmcY9nvPA==,N0gU7+EfwPDk/PNIXuFwZg==,0.305,1,0,0,0,1,0
M+RjMeL70J2npoaNvWT9FQ==,e6TWr5KRe/i2a92qn62ZDQ==,0.305,1,0,0,0,1,0
Y+xI9BLFUP0R1xRcWgWgbw==,GO3KRTTynMFN1LeFPK+wYQ==,0.305,1,0,0,0,1,0
R4MDtqfHxk2WV37xZYf4yQ==,uXau7qhjlDm6LrfE6w9BtQ==,0.305,1,0,0,0,1,0
pwqwcJJWP+Mk4e0Zee/WqA==,kYCARkQAODUTk9uLRL+TTA==,0.305,1,0,0,0,1,0
S3qbDp+2abmu/3Pc6M6jrw==,VUAQJcahq2rpbpmnwpJhWw==,0.305,1,0,0,0,1,0
2i/fLTKjZHVIvrUVNAIaKA==,h+AAvLfoTRxct9+oicCysA==,0.35,1,0,0,0,1,1
MLcgPRDEB58d3CqLY6t+zA==,8gI83CNR8EPJ/NtWh22M3g==,0.35,1,0,0,0,1,1
9nppUQZfBNDt6t/5zKQgFA==,07OjZanQXAuQ9ouj7TwoNA==,0.35,1,0,0,0,1,1
cQqpBAjH3wZ2cxzBjhvEbg==,EdhUB8LhEUF8d8q7i0I0WQ==,0.35,1,0,0,0,1,1
ks7A+yK76kNG/yXifsFmWg==,eYv61RJEFpib3FbhWlnN0w==,0.305,1,0,0,0,1,0
Z2KMow/RZkcpz0UBtxrGIg==,ha78rAf5xJRTvMfkF5Pvfg==,0.305,1,0,0,0,1,0
SPSDbdezDYSKow8icXFVtA==,tylyRjwsQGJxpygAmQTkog==,0.305,1,0,0,0,1,0
xrJ1zLwefoOFiI9NoB3V/Q==,HusqaSdmzflc5y2STgxeVw==,0.305,1,0,0,0,1,0
/FVt672FZzyInhG7jebdig==,lVhqQYd3w3hlxop987qJHA==,0.305,1,0,0,0,1,0
9lXy4WmSW7YfGz2PeosWvg==,ydRQCX7xVyUZbIQghmJdSQ==,0.305,1,0,0,0,1,0
Ovgsmv3fxAHd1YWH7zzqiw==,iYwdlRdo7/8BRjemLiAu8A==,0.305,1,0,0,0,1,0
enmDLHcOKtgWOCnkbojTVQ==,3T59nN/CZRKPnwvDU5Ptbw==,0.35,1,0,0,0,1,1
09M4xK/YDbx7C6Ru0HVaTA==,j9w6DGggRBlw1ozrEYf4Uw==,0.305,1,0,0,0,1,0
FWFyeGXzdJZO6D15YbJ6Jw==,O8C1bQGlVC2cYWuXBPr35A==,0.305,1,0,0,0,1,0
ebV6Tm9tNk1d5otzuakPVg==,vWRJeYx+S+hfb874uLBFyA==,0.305,1,0,0,0,1,0
mGW0a4D7RdUZTXU/7CgD9w==,g/2Hmp5nnk+0iGyaM0d5Zg==,0.35,1,0,0,0,1,1
MZtClFuYuijYHyR7eE+ZTw==,001NOcjtz63U/LU0NORRDA==,0.305,1,0,0,0,1,0
h+oF+Fix3/gzSGnr16g+fg==,wmeqTmWFj+SKbsohJC+hPA==,0.35,1,0,0,0,1,1
UncmV+6NVp0Rk7kvFlI3ZQ==,EIYQbrsHzAb9YVVA70kfyQ==,0.305,1,0,0,0,1,0
UiHV9HCNpNFQD49J0Fnihg==,J6dJqkYobnEZx8JOPiqEhw==,0.35,1,0,0,0,1,1
iiUxliuq48+ZMXDH6QCaQQ==,jbD3KMZXH8a8U6Ymd2m4hQ==,0.35,1,0,0,0,1,1
dL256pdYPJ8Ukt5+WPgUoQ==,4gdt4lvravbSxvX4lODz6A==,0.35,1,0,0,0,1,1
ECCaOTkwm+YnyAVYkI46TA==,kqhSTP0hZOlus6vjH9RYlw==,0.35,1,0,0,0,1,1
7g9WAvMtTPgGR8orQdGliA==,0RR87SdFXtReSNh91CD6/g==,0.35,1,0,0,0,1,1
wUyLj47EhSIKM/sbmnMvRg==,WY4SSOQuzn3TQ14OqaKhjg==,0.35,1,0,0,0,1,1
RMdP8EYZbC37oeJjp5czdQ==,2/s8RrPgi9/z/CNUGuy4UQ==,0.305,1,0,0,0,1,0
CVG5lCrZ8H92PguvvonS/Q==,5a/8jFeUljWUHOoXsAI4Zw==,0.305,1,0,0,0,1,0
cDJEibttwbUvGPH1OQ8cSQ==,ru6tRmWzjyK4jeVdvTt+bw==,0.305,1,0,0,0,1,0
yKew/aFKQByDnwuqHlmz6g==,kXDDnCM30vF7rMUHX6b6HQ==,0.35,1,0,0,0,1,1
jmCa/LGzparxqHdIbm86tA==,NBZTq111IPpw+l+orxws1g==,0.35,1,0,0,0,1,1
HAEs72Bay0hDcnUmvvLnrA==,vTQAU4tx55uTTx8AdRrIGw==,0.305,1,0,0,0,1,0
HJrlF9HnnJpBRxf6IO2MMg==,YK+YsShl4zKqKkNKbTsHhA==,0.35,1,0,0,0,1,1
GuFbC2uxlZ+0gFMzl0lSTQ==,6BXKBl2fW7nsXI0x+Vc+lw==,0.35,1,0,0,0,1,1
cmw+JnBvs5nyXunWl494nA==,gx/tJSw46cuHNaSmw8Qmyw==,0.35,1,0,0,0,1,1
9qhZKb3MxrP9eTnrY+SXqg==,zWB2XO43ok7U9JUpe68xQg==,0.35,1,0,0,0,1,1
H/GzJfcbiFixub8FI+i4Eg==,cSKleEd3nMGMt3O0DMcz4Q==,0.35,1,0,0,0,1,1
kcDo3woR9qWCR0FE0BQMhA==,25shkS85Nhs5PvSRDrQPYg==,0.305,1,0,0,0,1,0
+s0T1+yONjzl2+Pu6zCk6g==,9hGm1+51vPXxdyyyedwo4g==,0.305,1,0,0,0,1,0
ZhIfILWbVDvTIol8uPHkRg==,icEmKcAaT/OwmU5DFMvDWw==,0.305,1,0,0,0,1,0
I9pdBYP+H7v7GdUv88yDkA==,lBTOsfQ+Mn/zGIEPBC5G0g==,0.305,1,0,0,0,1,0
B8X97tFRZZyJ+v+8KVuk5w==,s8CO4L47YxOqwSLZTkEf7w==,0.305,1,0,0,0,1,0
tAVvHNZO8r8xofaor7jUKg==,rNBPReEOAsjOvKbXTVUKnA==,0.305,1,0,0,0,1,0
z2cruG33UpQHa+CUDBKb4g==,1G9jb/K9Ddaou1BxT2cUoA==,0.35,1,0,0,0,1,1
F9cTqYmIMC/jzwZGTqelIw==,VzIKW/GKBlvYsP+lBtBaZQ==,0.305,1,0,0,0,1,0
KwNP9SAKNP5BQS/AvZhVvg==,6Kw7lywXLHhn5FPPJEQomQ==,0.35,1,0,0,0,1,1
taLjSFWO9Ht/0ouwgN+7vQ==,RY9qhE4ahqfSey6VcXV1Tw==,0.35,1,0,0,0,1,1
UaR1FiP0qQjbGC5Yy9DZSw==,LbDooGqc+IqZOLItZKQFEw==,0.35,1,0,0,0,1,1
pvP/Hy3JcE5e9/fHJNLsFA==,gNYELajI9fDCE3uSYQaFLQ==,0.35,1,0,0,0,1,1
pTpPRMsY8FUcnD44IeeCLA==,YzmtFiyAlnfpsAsDlxB3/A==,0.35,1,0,0,0,1,1
Tnc2FuCWkC103eFl8+rZbA==,UZzyyag7d4zar1r564BwHA==,0.305,1,0,0,0,1,0
beeSrTaUAKnf+xDbAB8xUg==,YZ85w8NBdAHDYsOCnj666A==,0.35,1,0,0,0,1,1
qYBTNuvA+ja/qLf8bTHL1g==,NRzku2H/pPAfM8S7tdZTDw==,0.305,1,0,0,0,1,0
gotguBJS4PKSaQOVkoEUxQ==,k4XE56uJDor9rP4Lz95+KQ==,0.35,1,0,0,0,1,1
+YK4K5BXJXup/znIW9RQyQ==,yLhWK5CPuLTjMjNHvM+86w==,0.305,1,0,0,0,1,0
0pctrOn5ykYiH5I3t2HsHA==,oVV0FCgLzSFJde7hgPfhLg==,0.35,1,0,0,0,1,1
3Q1nylkUFUBmjFn05PaceQ==,ck0WTi2WmRGYBs0u10wzWw==,0.305,1,0,0,0,1,0
v5XXG5jUWviyPHX7QKjL6w==,mE3+en3qSs+OG/JsLZHOxg==,0.305,1,0,0,0,1,0
w0HSCt1rlGzXgPEMEzNnmQ==,/W9TafTZjxMD5mRI3lrZ5Q==,0.35,1,0,0,0,1,1
p7r3rPm/vI2iLnRc9UxgQA==,InJcVpjoWMzSh464PXDr7w==,0.35,1,0,0,0,1,1
kB9w9duDeLURzckXor90hQ==,s2gBCazkI3suIgwm6WJsgw==,0.305,1,0,0,0,1,0
4fQ0PJPcX3tRHUf508XHLw==,VsC9DynjsnBsSRD9G7++pw==,0.35,1,0,0,0,1,1
V/u/jB4VYyDhUZugNLJBbQ==,yQph/+MykkNqgIk546Pp1A==,0.35,1,0,0,0,1,1
aRhg41EgYCdVp2h8Cgtdiw==,avATcdh4l++UV0glWsKJ7g==,0.35,1,0,0,0,1,1
WlVzY75dXgGay6Akg/7Phw==,5YvLxvGk5t91dM5sVL1awQ==,0.305,1,0,0,0,1,0
cut9v4yJsjeBgyVMcEIkjg==,JaspaMhmddW/dO0JmlQWiw==,0.305,1,0,0,0,1,0
dCtQVUAoKEz+9g7c0NaQsw==,3sOl3KvG1XgD9gIwzE01Iw==,0.305,1,0,0,0,1,0
NzwGFlRfJBfRI9J3BWBOzA==,fE9oQOwjzf3VrWv6jhjybQ==,0.35,1,0,0,0,1,1
eC7qTQd9rZ56DOy/Ocazuw==,Ej8DH0VLS5KeYnTtN2pMwA==,0.305,1,0,0,0,1,0
AfC7R4Hvn68VRkZ9yPV7DQ==,az6eFehFNl0nQwfAKg/tbQ==,0.305,1,0,0,0,1,0
WpE1IkTfr3qVUTAjDFkpPA==,M12adTlxty9shXwRf4KIYA==,0.305,1,0,0,0,1,0
f6gaq+UcHaNj4j70zevqKw==,ghJaWbg0AgUcJfHkO7056A==,0.305,1,0,0,0,1,0
kAz9BsCn/eK8Z0eFvKCZKA==,Vtx+HVi8Ux3WpywJmP16UA==,0.305,1,0,0,0,1,0
/S4TTXe+E/k5N5OMDuLsmQ==,NC5658CTZ3DMgOi21fHNCA==,0.305,1,0,0,0,1,0
azgzG22JQMyYMIP3Y0fESg==,jEKyZal83wacSGUYtAMSgg==,0.305,1,0,0,0,1,0
gbIMglDEme2jOKkTdUGM6Q==,P6a9DPditBMbKpCqXklpOg==,0.305,1,0,0,0,1,0
ejX2r6eQih69GatHD0n0Pg==,N3Sfr/aXzI6zMrFep+x3NA==,0.305,1,0,0,0,1,0
8VqZ34V1Z4/geIknmdALhQ==,mQV4CdGEdpZX/oeQEyx/HQ==,0.35,1,0,0,0,1,1
jrRfP/9BYjdS2uTw1QXYEw==,t3Heai6NTAzAUrU78XdkCQ==,0.35,1,0,0,0,1,1
cjLiV2YTJVDnorD9halePQ==,9FjovKvMMWWUTOdE2cDYfg==,0.305,1,0,0,0,1,0
d4J4dYPnS0ETLZA8Hwl3dw==,9cIAO4AE3cA51+Q88e+pyw==,0.305,1,0,0,0,1,0
subcy2Gx9FCZODWOnNqPxg==,pMmJAJlDfFgTwb/piQMxRg==,0.35,1,0,0,0,1,1
xZjvnx0o60hJv8VLWIhLXQ==,/sIfZON3ZwhIayESmFQjMw==,0.35,1,0,0,0,1,1
XfOgxYqU/iE4blHFklyw7g==,B+keSS9uc+9Fg+XKfJFakw==,0.305,1,0,0,0,1,0
b55yE67isPYUCO93dNo8bg==,b6UI6pUtCq/lRMosE+jfSg==,0.35,1,0,0,0,1,1
RJ4qZ/4ith5fJayM64UrWw==,tj1UgKBhv3QdLfZV78r12w==,0.305,1,0,0,0,1,0
9/YhcSIGAw/w8O8XW8tn6g==,I8yqv0S6aEuD5trAeZHQqw==,0.305,1,0,0,0,1,0
Lb3IjCYoFbGuCdnMcUgVgw==,U2xQTa56zL4YYvKRafR2CQ==,0.35,1,0,0,0,1,1
UkdE8j4M7lyPwLZNQv9EeA==,4gCX8B17o8FVdfpGBzyLyA==,0.305,1,0,0,0,1,0
amC/fsCIbe/R8+GiHA6gdA==,zKZboUhoPqPGo8eBzgTBsg==,0.35,1,0,0,0,1,1
Oce6aXH7q5Fef/8V76jeQg==,avSS6rqFZcdD4dT0mMHrQQ==,0.44999999999999996,1,0,0,0,1,1
JGudEuaB1bseqvsw4Y1k3A==,ysMLCnDyBnx/eIukF00c7A==,0.35,1,0,0,0,1,1
8QRxSsRgM+T/l4u5dvNwQw==,p7pfxyQ3oWg+adBPHdNZbg==,0.35,1,0,0,0,1,1
R6riW/3EmSLO0N9Y0WUrAQ==,7uc8BvnRdiOlSS5Z7M6wZQ==,0.35,1,0,0,0,1,1
aVeOB1eKM0dUc+kt/Qyl5A==,4O7VK/Oofw9ZdEtnzk2hYw==,0.305,1,0,0,0,1,0
W4Ky9+wj4EW6Mfc2SabN7A==,yrQO9j5csr2WP44kszFKUw==,0.35,1,0,0,0,1,1
dgQVnqPnXujtiiIZA5q11A==,pnOao6l/OCWfiWuCOgrqGQ==,0.35,1,0,0,0,1,1
OZ18jbXGmIdMVEv/8BarQA==,12aZ78t6ZRyjLaG3QM+jLQ==,0.35,1,0,0,0,1,1
nSyJbpmihryo5wWSJPYJVA==,EsLL3TiDq9sULqlWJJH5Ag==,0.35,1,0,0,0,1,1
BcL8Y+UjeFuJ3bTmOkzTRQ==,BwfGhK/ZWDgTSLV9CBcvwg==,0.35,1,0,0,0,1,1
/1YO4DFSfTkTp+Q9xcfgsw==,Od7c2AvK3WoycvO6JEe0Qg==,0.35,1,0,0,0,1,1
aWwmF11CO/xG9vUENWebJg==,9+A0Oi0J2vQVU4pg2mzzAw==,0.305,1,0,0,0,1,0
mPi0I6JQbXaUDR3b1Xp75Q==,CvvnBdTOKrMBigmbix9KMg==,0.305,1,0,0,0,1,0
Yc7fQEA101A60pvAnbspUw==,PwSn/4CzfMtIXrXHHV2LoQ==,0.35,1,0,0,0,1,1
VoUi7g0IaXtyDYK87wSKYw==,JfbkRG+UF0cr89eGfsjGvA==,0.305,1,0,0,0,1,0
kQbfcgB1qz8gQok1Au53zQ==,pmgaNwVrwdd0hpxfdpuReA==,0.35,1,0,0,0,1,1
98rH1VhBAoGY5mwHQu7f2A==,qwRldCN1VUVkeD0cArfF3Q==,0.35,1,0,0,0,1,1
